NonFruit_Odor Data,TGS2620,TGS2610,TGS2602,MQ4,MQ5,temp,humid
,270,20,230,235,31,24,41
,289,20,258,250,32,24,41
,291,21,251,256,31,24,41
,285,18,246,250,31,24,41
,261,19,227,229,32,24,41
,297,20,258,253,31,24,41
,286,21,260,246,31,24,41
,272,21,236,239,31,24,41
,258,22,230,226,31,24,41
,273,22,239,238,29,24,41
,291,19,247,248,30,24,41
,281,19,244,241,30,24,41
,265,20,228,231,31,24,41
,265,18,228,237,31,24,41
,275,18,244,243,31,24,41
,292,18,250,260,30,24,41
,286,20,242,242,31,24,41
,277,20,240,245,31,24,41
,280,19,247,251,31,24,41
,291,19,256,250,31,24,41
,282,20,249,248,31,24,41
,290,20,246,250,29,24,41
,286,21,251,251,31,24,41
,288,20,254,250,33,24,41
,296,19,261,265,30,24,41
,284,19,265,255,31,24,41
,261,20,235,233,32,24,41
,276,19,243,242,31,24,41
,286,19,248,253,32,24,41
,261,19,227,235,32,24,41
,294,20,248,256,31,24,41
,286,20,246,252,29,24,41
,252,20,231,221,30,24,41
,301,20,266,258,31,24,41
,257,19,231,228,32,24,41
,267,19,238,239,31,24,41
,289,20,253,253,31,24,41
,295,19,261,259,31,24,41
,271,20,235,239,30,24,41
,253,19,231,217,29,24,41
,298,20,248,255,30,24,41
,277,19,239,237,30,24,41
,256,19,224,229,32,24,41
,291,20,251,257,31,24,41
,297,20,247,260,30,24,41
,265,19,234,225,31,24,41
,264,20,240,245,31,24,41
,272,20,243,245,30,24,41
,274,20,244,233,31,24,41
,272,22,221,239,29,24,41
,277,18,230,237,31,24,41
,284,20,247,246,30,24,41
,276,19,241,243,32,24,41
,282,20,260,248,32,24,41
,283,20,260,250,29,24,41
,260,19,227,223,31,24,41
,295,17,245,267,31,24,41
,280,20,235,231,31,24,41
,286,21,252,252,31,24,41
,267,20,233,227,30,24,41
,297,20,248,260,31,24,41
,279,18,244,247,29,24,41
,257,21,244,225,30,24,41
,304,19,257,264,32,24,41
,273,20,238,242,29,24,41
,258,19,236,220,34,24,41
,285,19,246,242,31,24,41
,295,20,263,255,31,24,41
,262,21,246,227,31,24,41
,271,18,236,225,31,24,41
,291,19,255,252,31,24,41
,295,20,252,254,31,24,41
,284,19,251,248,34,24,41
,280,21,244,246,31,24,41
,278,20,242,241,30,24,41
,280,20,245,249,31,24,41
,295,20,257,261,31,24,41
,297,21,265,261,31,24,41
,285,20,247,247,31,24,41
,277,17,240,239,31,24,41
,260,18,232,224,31,24,41
,285,21,248,246,31,24,41
,296,20,244,251,30,24,41
,248,20,218,224,32,24,41
,302,20,257,267,29,24,41
,264,22,229,231,30,24,41
,286,19,258,257,32,24,41
,255,21,234,230,31,24,41
,279,20,245,245,30,24,41
,294,20,249,257,30,24,41
,273,19,237,239,30,24,41
,270,21,239,240,31,24,41
,266,19,232,234,30,24,41
,286,19,249,254,31,24,41
,291,18,260,255,31,24,41
,299,19,258,273,30,24,41
,289,19,254,253,30,24,41
,282,21,251,249,31,24,41
,266,21,233,231,31,24,41
,275,21,240,238,30,24,41
,283,21,250,244,34,24,41
,296,19,264,261,30,24,41
,270,20,244,237,30,24,41
,283,18,248,247,31,24,41
,280,19,246,250,32,24,41
,272,20,240,238,30,24,41
,292,21,255,261,29,24,41
,266,20,233,230,32,24,41
,284,20,252,251,29,24,41
,276,17,226,239,29,24,41
,292,19,253,257,31,24,41
,276,20,227,242,31,24,41
,285,19,250,251,32,24,41
,279,20,242,243,31,24,41
,264,20,235,235,31,24,41
,295,19,265,252,30,24,41
,281,19,246,239,30,24,41
,275,17,233,241,32,24,41
,269,19,227,225,32,24,41
,287,20,248,254,31,24,41
,301,20,256,263,30,24,41
,271,19,223,234,30,24,41
,291,20,258,256,30,24,41
,265,22,239,239,29,24,41
,271,19,241,233,29,24,41
,286,22,247,252,31,24,41
,292,20,249,267,31,24,41
,286,21,258,255,29,24,41
,271,19,231,235,31,24,41
,285,21,249,244,31,24,41
,285,20,251,250,32,24,41
,256,22,227,224,31,24,41
,275,19,241,242,32,24,41
,301,19,255,262,32,24,41
,285,20,252,251,31,24,41
,282,17,237,233,31,24,41
,278,20,231,234,31,24,41
,287,20,252,255,34,24,41
,281,20,246,248,31,24,41
,267,21,230,230,30,24,41
,278,20,245,245,29,24,41
,285,21,254,251,29,24,41
,269,19,227,234,31,24,41
,264,20,236,234,30,24,41
,277,20,232,241,31,24,41
,269,19,237,244,30,24,41
,276,19,246,240,30,24,41
,286,19,253,253,31,24,41
,295,19,251,255,29,24,41
,292,20,251,254,31,24,41
,286,20,246,245,31,24,41
,278,21,242,242,29,24,41
,277,20,244,245,30,24,41
,276,20,238,244,29,24,41
,286,19,243,247,29,24,41
,278,20,244,257,31,24,41
,282,20,251,252,30,24,41
,286,20,240,246,31,24,41
,277,19,241,240,32,24,41
,284,20,246,252,32,24,41
,284,20,245,247,30,24,41
,270,21,243,242,31,24,41
,266,20,233,237,29,24,41
,263,19,225,237,32,24,41
,271,20,221,229,30,24,41
,266,21,227,234,31,24,41
,272,20,228,235,30,24,41
,267,20,241,235,32,24,41
,283,20,250,244,29,24,41
,284,20,250,242,31,24,41
,289,19,258,268,31,24,41
,281,20,250,265,31,24,41
,283,19,251,248,31,24,41
,279,19,228,249,31,24,41
,262,20,225,224,31,24,41
,294,20,253,245,32,24,41
,300,20,263,263,29,24,41
,275,20,243,246,31,24,41
,275,20,244,244,31,24,41
,262,20,223,227,30,24,41
,260,21,226,233,31,24,41
,274,20,221,237,31,24,41
,269,20,235,243,31,24,41
,280,17,243,239,29,24,41
,294,21,253,252,30,24,41
,306,21,254,261,30,24,41
,294,20,255,264,31,24,41
,275,22,244,243,32,24,41
,258,20,227,226,30,24,41
,277,19,234,240,32,24,41
,302,19,259,266,30,24,41
,270,21,220,240,32,24,41
,274,20,237,237,31,24,41
,292,19,263,250,31,24,41
,289,22,248,250,31,24,41
,268,19,227,239,31,24,41
,258,20,239,227,31,24,41
,300,20,252,255,31,24,41
,282,19,244,248,30,24,41
,274,19,221,222,29,24,41
,299,19,244,260,33,24,41
,269,19,240,237,29,24,41
,278,20,242,243,30,24,41
,300,20,248,267,30,24,41
,274,20,245,242,30,24,41
,274,20,250,238,30,24,41
,282,22,246,246,29,24,41
,284,22,252,250,30,24,41
,270,20,230,230,30,24,41
,274,21,248,250,30,24,41
,305,20,260,261,30,24,41
,275,20,239,243,30,24,41
,259,20,238,228,30,24,41
,263,19,226,224,32,24,41
,268,20,224,237,30,24,41
,268,21,232,226,30,24,41
,271,20,244,228,30,24,41
,274,21,244,236,29,24,41
,279,20,247,243,30,24,41
,294,20,257,251,30,24,41
,296,19,263,261,29,24,41
,273,20,234,238,31,24,41
,269,19,219,239,29,24,41
,281,20,250,242,30,24,41
,289,20,264,273,29,24,41
,282,20,246,249,30,24,41
,276,20,235,246,29,24,41
,260,22,225,230,31,24,41
,267,20,237,228,30,24,41
,274,20,238,241,30,24,41
,296,21,249,255,31,24,41
,292,21,263,252,31,24,41
,288,20,261,255,29,24,41
,279,20,224,237,30,24,41
,275,22,221,239,30,24,41
,280,21,251,249,30,24,41
,288,20,251,248,30,24,41
,293,20,246,256,27,24,41
,290,20,250,248,30,24,41
,286,22,248,251,29,24,41
,306,20,245,265,30,24,41
,299,20,257,260,30,24,41
,296,20,259,253,29,24,41
,284,20,248,248,30,24,41
,292,20,252,249,31,24,41
,286,20,245,253,30,24,41
,275,20,242,240,29,24,41
,266,21,238,224,31,24,41
,271,19,226,235,30,24,41
,260,19,234,224,29,24,41
,279,20,249,249,30,24,41
,289,21,250,255,30,24,41
,294,20,257,255,27,24,41
,279,20,230,231,30,24,41
,268,19,234,238,31,24,41
,289,20,257,253,32,24,41
,266,21,234,226,30,24,41
,308,21,260,266,29,24,41
,272,20,238,242,30,24,41
,276,21,235,234,29,24,41
,287,20,254,249,30,24,41
,276,20,241,241,32,24,41
,294,21,259,256,30,24,41
,249,21,232,223,29,24,41
,297,20,253,263,30,24,41
,298,19,256,260,30,24,41
,274,20,241,245,30,24,41
,264,20,228,229,30,24,41
,284,20,243,243,30,24,41
,286,19,261,257,31,24,41
,287,19,248,254,30,24,41
,262,21,228,238,32,24,41
,264,20,223,233,29,24,41
,274,20,245,246,30,24,41
,279,20,245,246,31,24,41
,306,20,258,266,29,24,41
,292,20,253,255,30,24,41
,257,20,243,231,30,24,41
,257,20,233,228,32,24,41
,273,21,240,239,30,24,41
,276,21,242,243,30,24,41
,284,19,243,243,32,24,41
,283,19,242,247,30,24,41
,284,21,251,247,30,24,41
,283,20,243,250,32,24,41
,279,20,240,235,31,24,41
,266,20,225,240,29,24,41
,277,20,237,237,30,24,41
,282,20,242,245,30,24,41
,288,22,261,246,30,24,41
,291,20,268,258,30,24,41
,272,20,236,240,30,24,41
,277,19,241,241,30,24,41
,283,19,251,250,30,24,41
,295,20,246,255,30,24,41
,280,21,247,244,29,24,41
,280,22,245,246,30,24,41
,290,20,252,255,30,24,41
,283,22,251,247,30,24,41
,274,21,222,238,31,24,41
,280,20,241,243,31,24,41
,299,22,253,266,30,24,41
,260,19,234,230,30,24,41
,293,22,246,248,30,24,41
,283,22,245,247,29,24,41
,290,19,254,252,30,24,41
,262,20,229,227,30,24,41
,290,19,267,254,29,24,41
,273,20,241,240,29,24,41
,259,20,234,234,30,24,41
,270,19,247,237,30,24,41
,284,20,249,249,27,24,41
,296,20,257,260,32,24,41
,298,19,261,256,31,24,41
,283,22,260,245,31,24,41
,281,19,234,237,29,24,41
,252,21,227,224,30,24,41
,264,19,225,227,29,24,41
,265,20,239,230,30,24,41
,269,20,235,225,29,24,41
,282,20,246,247,30,24,41
,301,20,262,261,30,24,41
,291,22,255,254,29,24,41
,278,22,243,244,29,24,41
,268,20,227,230,30,24,41
,277,19,229,238,30,24,41
,289,20,249,251,29,24,41
,304,21,265,262,30,24,41
,286,19,252,256,30,24,41
,281,21,245,247,29,24,41
,268,19,241,245,31,24,41
,271,20,249,245,29,24,41
,280,22,245,245,29,24,41
,289,22,258,251,31,24,41
,295,19,251,262,31,24,41
,289,21,259,239,29,24,41
,300,22,256,260,28,24,41
,301,21,257,254,29,24,41
,286,20,256,251,30,24,41
,291,21,255,254,29,24,41
,295,20,253,259,30,24,41
,299,20,250,262,29,24,41
,288,20,254,254,30,24,41
,284,21,255,251,29,24,41
,290,19,257,266,29,24,41
,287,21,243,246,29,24,41
,258,20,232,226,29,24,41
,284,19,248,250,29,24,41
,287,20,254,252,31,24,41
,274,19,218,228,28,24,41
,280,22,243,247,30,24,41
,299,20,261,262,28,24,41
,277,21,243,243,29,24,41
,279,20,246,242,29,24,41
,289,20,271,254,29,24,41
,285,19,254,252,29,24,41
,280,20,244,250,30,24,41
,276,20,241,247,27,24,41
,265,20,236,247,30,24,41
,256,20,235,223,30,24,41
,266,21,235,226,29,24,41
,277,21,249,243,30,24,41
,290,22,242,245,30,24,41
,302,20,244,262,30,24,41
,297,21,256,253,29,24,41
,287,21,246,252,31,24,41
,285,20,249,251,30,24,41
,290,21,257,255,29,24,41
,302,20,256,267,30,24,41
,271,20,225,239,31,24,41
,291,20,260,252,29,24,41
,273,21,224,239,30,24,41
,285,20,256,250,28,24,41
,281,22,244,244,30,24,41
,258,20,236,226,29,24,41
,288,22,260,256,29,24,41
,289,21,251,248,29,24,41
,266,19,225,238,29,24,41
,280,19,241,247,28,24,41
,305,19,263,262,30,24,41
,270,20,232,238,30,24,41
,287,21,248,252,29,24,41
,287,20,251,250,29,24,41
,275,20,239,235,30,24,41
,264,20,229,231,31,24,41
,262,20,243,232,29,24,41
,274,19,236,242,31,24,41
,280,19,246,250,28,24,41
,276,21,238,240,28,24,41
,286,21,247,246,29,24,41
,284,21,257,248,30,24,41
,301,21,250,268,29,24,41
,299,22,261,265,30,24,41
,292,19,250,252,30,24,41
,265,21,230,233,29,24,41
,265,19,222,232,31,24,41
,284,22,248,251,29,24,41
,289,21,251,258,29,24,41
,301,23,258,263,30,24,41
,286,22,251,248,29,24,41
,285,20,249,247,28,24,41
,279,20,244,245,30,24,41
,275,22,245,240,30,24,41
,257,21,234,232,29,24,41
,275,20,224,244,29,24,41
,275,22,239,241,30,24,41
,292,21,265,263,28,24,41
,270,19,242,237,29,24,41
,264,21,240,230,29,24,41
,292,20,253,250,29,24,41
,284,22,249,250,29,24,41
,265,20,224,230,31,24,41
,304,21,260,256,29,24,41
,264,20,229,231,29,24,41
,299,21,250,252,28,24,41
,297,22,254,264,32,24,41
,275,21,247,245,31,24,41
,271,21,226,235,29,24,41
,258,19,238,232,32,24,41
,275,20,238,240,30,24,41
,283,21,254,247,30,24,41
,291,23,264,264,30,24,41
,284,20,248,253,29,24,41
,265,20,242,237,28,24,41
,263,21,232,229,30,24,41
,269,21,230,241,31,24,41
,271,21,239,236,29,24,41
,280,22,249,249,29,24,41
,286,21,262,251,29,24,41
,297,21,260,258,31,24,41
,297,21,258,256,28,24,41
,277,21,241,243,29,24,41
,261,20,231,230,28,24,41
,285,20,249,249,29,24,41
,285,20,268,253,29,24,41
,263,21,230,232,30,24,41
,305,21,254,271,28,24,41
,255,21,245,236,30,24,41
,281,21,246,245,29,24,41
,302,21,255,260,28,24,41
,269,20,224,232,30,24,41
,259,22,238,230,28,24,41
,263,19,247,235,30,24,41
,293,20,256,256,29,24,41
,303,20,257,255,30,24,41
,284,21,245,246,29,24,41
,280,21,223,239,29,24,41
,266,21,234,239,30,24,41
,281,21,249,249,29,24,41
,277,20,236,242,28,24,41
,266,21,223,231,29,24,41
,288,21,250,245,29,24,41
,297,21,254,257,29,24,41
,307,22,259,272,29,24,41
,274,22,238,243,29,24,41
,269,22,231,230,28,24,41
,268,19,238,228,29,24,41
,280,21,245,246,29,24,41
,284,22,250,250,29,24,41
,300,22,262,256,29,24,41
,292,21,264,247,28,24,41
,306,20,260,269,29,24,41
,295,22,263,259,27,24,41
,278,21,245,241,30,24,41
,273,19,241,241,30,24,41
,258,21,221,224,29,24,41
,266,22,238,238,31,24,41
,276,19,240,246,32,24,41
,290,20,259,254,28,24,41
,299,21,255,256,28,24,41
,278,21,250,248,28,24,41
,260,20,230,223,28,24,41
,263,21,242,224,30,24,41
,294,20,265,257,29,24,41
,284,21,236,243,29,24,41
,264,21,239,251,31,24,41
,281,22,246,245,29,24,41
,283,20,247,250,29,24,41
,278,19,244,245,29,24,41
,261,21,243,233,28,24,41
,280,21,247,247,30,24,41
,285,19,254,251,30,24,41
,282,21,240,241,28,24,41
,299,21,260,257,29,24,41
,260,21,235,238,30,24,41
,295,21,255,256,28,24,41
,289,20,248,250,31,24,41
,274,21,242,242,31,24,41
,266,21,242,239,28,24,41
,298,20,265,252,29,24,41
,295,21,263,253,29,24,41
,294,22,252,253,29,24,41
,302,19,250,259,29,24,41
,298,21,274,267,31,24,41
,289,20,262,249,29,24,41
,282,20,242,249,29,24,41
,272,22,239,233,29,24,41
,266,21,233,236,29,24,41
,302,20,272,270,30,24,41
,269,21,221,233,28,24,41
,289,21,266,259,29,24,41
,261,21,233,227,31,24,41
,289,21,262,253,30,24,41
,282,20,242,240,29,24,41
,278,21,240,248,29,24,41
,301,21,267,265,29,24,41
,254,21,225,228,28,24,41
,292,21,265,253,27,24,41
,282,21,242,244,28,24,41
,264,21,240,231,27,24,41
,298,21,257,267,29,24,41
,285,20,245,244,30,24,41
,268,21,244,237,29,24,41
,292,21,259,255,29,24,41
,264,21,230,233,29,24,41
,291,21,263,250,27,24,41
,262,23,220,228,29,24,41
,289,20,256,252,29,24,41
,275,22,249,243,29,24,41
,287,21,245,251,28,24,41
,283,20,249,249,29,24,41
,263,21,222,235,29,24,41
,299,21,258,258,29,24,41
,297,21,261,256,29,24,41
,256,20,244,219,29,24,41
,272,20,230,233,29,24,41
,300,20,262,266,29,24,41
,262,21,222,236,29,24,41
,297,20,251,265,29,24,41
,264,21,229,229,29,24,41
,297,21,252,258,29,24,41
,280,21,243,245,28,24,41
,258,20,231,222,29,24,41
,290,20,258,247,29,24,41
,302,21,258,256,30,24,41
,263,21,227,236,28,24,41
,301,21,254,251,29,24,41
,272,19,245,245,29,24,41
,258,21,239,224,29,24,41
,300,21,256,257,28,24,41
,286,21,248,251,30,24,41
,265,20,236,230,28,24,41
,269,21,223,245,28,24,41
,275,21,244,239,28,24,41
,271,20,241,231,29,24,41
,261,21,224,240,29,24,41
,264,21,230,224,29,24,41
,264,19,231,234,28,24,41
,271,22,226,239,28,24,41
,285,21,249,252,28,24,41
,305,21,261,263,28,24,41
,261,19,229,226,30,24,41
,302,21,268,261,29,24,41
,270,21,240,240,30,24,41
,256,21,233,221,30,24,41
,281,21,247,247,30,24,41
,300,21,250,252,30,24,41
,282,23,258,252,29,24,41
,283,21,246,244,29,24,41
,275,20,238,243,27,24,41
,268,22,217,233,28,24,41
,295,24,254,262,29,24,41
,281,21,254,253,30,24,41
,262,21,231,228,30,24,41
,289,21,253,254,29,24,41
,283,20,245,245,30,24,41
,286,22,248,259,27,24,41
,264,21,225,229,26,24,41
,296,22,255,269,29,24,41
,260,22,233,235,27,24,41
,297,20,269,257,27,24,41
,262,22,225,230,29,24,41
,295,21,267,258,29,24,41
,281,19,235,242,30,24,41
,284,22,245,253,29,24,41
,283,23,247,240,29,24,41
,283,23,250,251,29,24,41
,272,22,237,234,32,24,41
,271,21,236,244,28,24,41
,305,21,254,261,29,24,41
,287,22,258,249,29,24,41
,283,21,244,248,29,24,41
,273,21,241,239,29,24,41
,286,21,242,244,30,24,41
,260,22,234,234,28,24,41
,258,22,236,225,29,24,41
,266,23,225,227,27,24,41
,270,22,234,236,29,24,41
,265,21,244,226,29,24,41
,274,21,242,234,29,24,41
,290,22,249,250,29,24,41
,291,22,274,253,29,24,41
,262,21,227,237,30,24,41
,289,23,254,257,28,24,41
,289,22,268,256,28,24,41
,271,22,243,242,27,24,41
,269,21,239,239,29,24,41
,276,21,233,240,30,24,41
,270,21,244,244,29,24,41
,269,21,239,234,28,24,41
,268,21,224,235,29,24,41
,293,21,259,255,29,24,41
,293,22,246,256,29,24,41
,275,22,227,241,30,24,41
,265,21,223,231,28,24,41
,284,21,266,250,30,24,41
,277,20,244,245,30,24,41
,273,20,244,231,29,24,41
,310,22,257,265,29,24,41
,266,23,218,234,29,24,41
,278,24,243,251,29,24,41
,306,24,264,271,28,24,41
,278,21,243,244,28,24,41
,262,21,231,230,28,24,41
,279,21,242,241,29,24,41
,295,22,243,252,29,24,41
,298,22,256,261,29,24,41
,283,20,249,247,29,24,41
,257,21,230,232,30,24,41
,274,22,247,233,27,24,41
,302,22,259,259,31,24,41
,304,21,257,261,29,24,41
,294,19,258,259,29,24,41
,283,20,249,250,28,24,41
,267,21,240,241,29,24,41
,255,24,233,221,28,24,41
,267,23,238,236,28,24,41
,268,21,240,227,29,24,41
,261,22,216,230,29,24,41
,261,22,241,235,30,24,41
,280,22,243,251,29,24,41
,298,23,260,261,29,24,41
,298,21,257,259,28,24,41
,295,21,262,251,29,24,41
,278,19,243,247,30,24,41
,275,23,230,240,29,24,41
,258,19,239,225,30,24,41
,279,22,245,242,30,24,41
,286,20,259,253,29,24,41
,281,20,240,239,29,24,41
,283,24,248,245,27,24,41
,286,22,244,246,29,24,41
,255,22,236,228,29,24,41
,305,21,264,263,28,24,41
,266,23,225,229,27,24,41
,294,22,260,265,29,24,41
,253,22,242,225,28,24,41
,292,22,268,250,27,24,41
,263,22,226,226,29,24,41
,301,22,252,259,29,24,41
,293,22,261,264,28,24,41
,297,22,253,253,29,24,41
,285,22,250,249,28,24,41
,277,22,247,242,27,24,41
,275,22,240,245,27,24,41
,279,22,243,249,28,24,41
,294,23,264,255,29,24,41
,309,22,261,264,29,24,41
,282,22,241,244,28,24,41
,276,22,244,241,30,24,41
,280,20,228,250,28,24,41
,294,21,266,259,29,24,41
,285,22,246,245,29,24,41
,256,21,235,225,28,24,41
,301,20,255,266,27,24,41
,280,21,244,235,29,24,41
,282,24,254,255,28,24,41
,275,21,216,236,30,24,41
,303,21,255,259,30,24,41
,268,22,224,228,32,24,41
,299,21,272,267,29,24,41
,256,22,230,237,28,24,41
,274,21,248,246,27,24,41
,295,22,265,253,28,24,41
,283,22,249,250,29,24,41
,267,22,226,230,28,24,41
,280,22,249,246,28,24,41
,297,21,263,256,29,24,41
,264,22,234,224,29,24,41
,285,21,249,252,29,24,41
,294,22,243,257,28,24,41
,260,22,221,230,30,24,41
,294,21,257,259,29,24,41
,282,22,245,246,28,24,41
,265,22,228,231,28,24,41
,291,20,249,255,27,24,41
,278,20,237,243,29,24,41
,296,23,252,258,28,24,41
,254,21,227,222,29,24,41
,293,22,261,258,28,24,41
,279,22,239,244,28,24,41
,278,22,248,243,28,24,41
,303,22,265,261,29,24,41
,261,22,225,230,30,24,41
,304,21,264,254,29,24,41
,264,22,227,235,28,24,41
,300,23,251,255,25,24,41
,279,22,238,248,30,24,41
,284,21,248,249,28,24,41
,278,22,230,247,27,24,41
,298,19,267,256,29,24,41
,255,22,237,232,29,24,41
,306,21,262,268,30,24,41
,262,22,242,230,29,24,41
,302,22,256,263,28,24,41
,272,22,238,246,28,24,41
,297,21,257,249,29,24,41
,280,22,245,248,29,24,41
,280,23,250,237,29,24,41
,285,22,247,251,28,24,41
,256,22,233,230,28,24,41
,298,22,266,257,29,24,41
,262,22,224,231,29,24,41
,297,22,253,264,27,24,41
,275,22,243,243,28,24,41
,261,22,227,236,30,24,41
,300,22,259,263,28,24,41
,279,22,243,247,28,24,41
,273,22,234,236,30,24,41
,292,21,249,258,28,24,41
,292,21,258,262,27,24,41
,279,22,246,241,29,24,41
,268,24,238,232,27,24,41
,293,22,253,264,28,24,41
,289,22,250,253,27,24,41
,266,21,227,234,29,24,41
,274,22,248,244,31,24,41
,297,22,260,259,29,24,41
,278,23,236,244,27,24,41
,273,22,245,245,27,24,41
,286,23,242,255,27,24,41
,278,21,234,241,29,24,41
,296,22,256,258,30,24,41
,271,21,227,233,28,24,41
,282,22,244,247,29,24,41
,301,24,254,260,28,24,41
,268,21,237,229,27,24,41
,280,22,250,248,30,24,41
,301,22,261,264,28,24,41
,268,22,218,236,28,24,41
,280,22,248,248,28,24,41
,293,22,260,250,29,24,41
,266,21,244,232,27,24,41
,265,22,236,223,28,24,41
,261,22,230,231,27,24,41
,269,22,230,220,28,24,41
,274,21,243,239,28,24,41
,295,23,258,257,28,24,41
,299,22,252,263,28,24,41
,296,22,259,258,29,24,41
,296,22,264,259,27,24,41
,305,22,261,263,28,24,41
,277,21,245,249,30,24,41
,266,21,232,239,28,24,41
,277,22,239,244,28,24,41
,250,24,225,227,28,24,41
,264,21,232,230,28,24,41
,263,24,240,239,28,24,41
,279,21,246,246,29,24,41
,288,22,253,251,28,24,41
,300,21,268,272,31,24,41
,280,21,247,244,28,24,41
,270,22,229,240,28,24,41
,309,22,263,259,28,24,41
,266,22,225,233,29,24,41
,284,21,252,250,30,24,41
,296,23,257,252,28,24,41
,272,22,226,238,28,24,41
,303,22,259,267,28,24,41
,263,22,230,232,28,24,41
,303,22,254,262,28,24,41
,265,21,235,234,29,24,41
,300,22,255,257,29,24,41
,269,22,240,238,29,24,41
,265,24,232,226,27,24,41
,260,22,229,225,27,24,41
,288,22,245,245,27,24,41
,298,22,264,270,28,24,41
,285,22,242,247,27,24,41
,285,22,245,243,27,24,41
,268,21,221,240,30,24,41
,292,22,248,253,28,24,41
,292,21,251,261,30,24,41
,266,21,237,228,28,24,41
,303,22,257,258,28,24,41
,252,22,229,225,29,24,41
,297,23,264,257,29,24,41
,281,22,245,239,30,24,41
,287,21,245,249,30,24,41
,259,21,235,227,28,24,41
,295,22,248,254,28,24,41
,288,23,251,251,27,24,41
,273,22,240,240,27,24,41
,269,21,230,230,29,24,41
,278,21,223,242,29,24,41
,303,21,264,267,29,24,41
,286,21,248,254,27,24,41
,264,22,233,241,28,24,41
,271,23,238,231,28,24,41
,282,22,243,244,30,24,41
,295,22,256,259,28,24,41
,290,24,268,250,28,24,41
,298,24,256,258,28,24,41
,294,22,255,255,29,24,41
,290,22,246,247,28,24,41
,272,22,230,234,30,24,41
,272,21,235,240,31,24,41
,281,22,245,246,29,24,41
,296,23,251,251,28,24,41
,291,22,253,271,27,24,41
,291,21,271,258,29,24,41
,293,22,257,262,28,24,41
,280,22,246,247,27,24,41
,271,21,242,236,27,24,41
,276,22,231,244,30,24,41
,273,22,242,248,30,24,41
,290,22,248,254,28,24,41
,294,22,270,266,28,24,41
,269,21,217,241,28,24,41
,286,22,258,252,30,24,41
,272,22,233,242,28,24,41
,281,22,247,252,28,24,41
,289,22,251,252,30,24,41
,278,23,241,247,29,24,41
,281,22,232,242,28,24,41
,297,21,250,267,28,24,41
,269,24,248,239,27,24,41
,294,21,266,257,27,24,41
,256,23,225,228,28,24,41
,302,22,256,267,28,24,41
,278,22,242,243,27,24,41
,263,22,244,231,29,24,41
,304,22,263,265,28,24,41
,274,22,239,245,27,24,41
,283,22,246,250,30,24,41
,286,22,244,256,29,24,41
,284,22,244,248,27,24,41
,271,22,235,240,29,24,41
,307,22,263,264,27,24,41
,285,21,246,253,27,24,41
,287,22,244,248,29,24,41
,302,22,261,252,27,24,41
,301,22,263,261,27,24,41
,296,22,267,261,28,24,41
,300,24,268,263,28,24,41
,276,23,240,245,28,24,41
,260,21,235,230,27,24,41
,294,21,262,261,29,24,41
,272,23,221,237,27,24,41
,300,22,257,270,28,24,41
,261,23,231,229,28,24,41
,296,22,267,259,29,24,41
,272,21,231,235,28,24,41
,276,24,246,245,27,24,41
,298,22,251,257,28,24,41
,270,24,230,242,28,24,41
,266,22,227,229,28,24,41
,251,22,224,228,28,24,41
,267,22,234,231,28,24,41
,272,22,242,238,28,24,41
,294,22,258,253,28,24,41
,275,24,235,239,27,24,41
,300,23,252,264,28,24,41
,266,22,225,229,28,24,41
,284,24,247,253,27,24,41
,288,22,262,252,28,24,41
,289,22,248,250,28,24,41
,275,21,245,243,29,24,41
,265,22,228,225,27,24,41
,293,22,249,254,26,24,41
,280,23,246,246,28,24,41
,281,22,247,240,28,24,41
,264,23,246,233,28,24,41
,295,23,259,263,25,24,41
,285,21,249,246,29,24,41
,273,23,228,236,29,24,41
,283,22,251,252,29,24,41
,297,21,254,267,28,24,41
,284,22,246,246,30,24,41
,258,22,236,230,28,24,41
,288,22,259,252,27,24,41
,281,22,242,244,27,24,41
,292,22,252,255,28,24,41
,258,23,224,225,28,24,41
,297,21,258,260,30,24,41
,264,23,230,227,27,24,41
,289,22,256,253,28,24,41
,292,24,255,257,27,24,41
,270,21,235,238,28,24,41
,278,21,239,239,27,24,41
,300,23,270,256,28,24,41
,285,22,246,254,28,24,41
,260,22,224,230,28,24,41
,267,22,228,240,27,24,41
,262,22,231,224,28,24,41
,257,23,234,228,28,24,41
,264,22,241,237,27,24,41
,274,22,232,239,28,24,41
,292,22,251,257,27,24,41
,297,21,262,258,28,24,41
,266,23,231,235,28,24,41
,280,23,243,243,28,24,41
,291,24,248,253,25,24,41
,275,22,235,239,28,24,41
,291,23,257,269,28,24,41
,264,22,221,242,30,24,41
,304,22,269,256,27,24,41
,256,22,232,229,28,24,41
,294,22,253,259,30,24,41
,265,21,239,237,28,24,41
,271,23,238,235,28,24,41
,304,24,261,269,27,24,41
,270,23,225,235,29,24,41
,276,23,245,246,28,24,41
,286,24,268,256,28,24,41
,273,24,238,234,28,24,41
,284,21,249,247,27,24,41
,304,21,255,252,29,24,41
,270,23,231,238,29,24,41
,274,22,243,242,30,24,41
,301,22,257,259,27,24,41
,277,23,240,243,27,24,41
,277,21,235,242,30,24,41
,300,22,259,262,30,24,41
,256,24,242,224,27,24,41
,273,23,246,244,26,24,41
,293,23,263,271,27,24,41
,267,23,229,229,29,24,41
,290,24,246,247,27,24,41
,298,22,250,266,28,24,41
