UnRipe_fruit,TGS2620,TGS2610,TGS2602,MQ4,MQ5,temp,humid
apple,134,52,132,124,38,22,32
apple,167,53,137,147,38,22,32
apple,154,53,143,139,38,22,32
apple,139,51,133,136,37,22,32
apple,169,52,150,158,40,22,32
apple,142,52,144,136,39,22,32
apple,150,53,134,135,38,22,32
apple,165,53,145,155,39,22,32
apple,147,53,139,136,37,22,32
apple,146,53,129,138,39,22,32
apple,167,53,159,155,38,22,32
apple,152,54,135,138,39,22,32
apple,129,54,126,121,38,22,32
apple,143,52,125,133,39,22,32
apple,146,54,135,135,38,22,32
apple,151,53,137,139,38,22,32
apple,146,52,139,136,40,22,32
apple,137,53,134,127,39,22,32
apple,149,51,126,130,37,22,32
apple,163,52,155,153,38,22,32
apple,140,54,136,130,39,22,32
apple,134,52,127,131,41,22,32
apple,172,54,147,154,39,22,32
apple,148,53,143,142,40,22,32
apple,125,52,129,121,39,22,32
apple,145,53,136,136,39,22,32
apple,160,52,136,145,40,22,32
apple,160,54,135,148,39,22,32
apple,155,54,150,143,39,22,32
apple,157,53,148,139,37,22,32
apple,161,52,145,153,38,22,32
apple,160,52,161,150,39,22,32
apple,161,53,145,145,37,22,32
apple,147,52,124,142,37,22,32
apple,139,53,124,132,39,22,32
apple,146,51,131,134,41,22,32
apple,158,54,142,148,39,22,32
apple,159,52,150,150,39,22,32
apple,156,53,147,154,40,22,32
apple,156,53,145,144,39,22,32
apple,144,52,123,131,38,22,32
apple,134,52,133,122,37,22,32
apple,142,52,114,138,39,22,32
apple,117,53,132,120,39,22,32
apple,136,54,134,125,38,22,32
apple,135,53,126,129,39,22,32
apple,150,53,135,136,38,22,32
apple,159,52,144,141,38,22,32
apple,156,53,142,148,38,22,32
apple,140,52,119,132,37,22,32
apple,169,53,142,151,38,22,32
apple,155,51,143,142,37,22,32
apple,142,54,127,132,37,22,32
apple,163,53,155,153,38,22,32
apple,141,53,128,122,39,22,32
apple,148,53,138,137,39,22,32
apple,163,53,152,155,38,22,32
apple,137,55,133,133,38,22,32
apple,149,53,125,137,39,22,32
apple,171,54,143,155,38,22,32
apple,153,53,148,141,39,22,32
apple,151,52,140,143,39,22,32
apple,144,55,122,135,39,22,32
apple,137,53,139,119,37,22,32
apple,164,51,152,145,39,22,32
apple,158,53,145,146,39,22,32
apple,147,53,136,142,39,22,32
apple,142,52,120,129,38,22,32
apple,142,54,135,132,39,22,32
apple,158,54,155,146,40,22,32
apple,173,53,151,162,39,22,32
apple,156,53,146,144,37,22,32
apple,157,51,144,148,40,22,32
apple,137,53,139,130,39,22,32
apple,135,53,128,132,38,22,32
apple,145,53,125,135,35,22,32
apple,160,54,149,139,39,22,32
apple,164,53,154,158,40,22,32
apple,159,55,143,148,39,22,32
apple,159,52,142,148,39,22,32
apple,159,52,162,145,37,22,32
apple,169,54,148,151,37,22,32
apple,147,53,135,138,39,22,32
apple,154,53,145,145,39,22,32
apple,152,53,144,143,39,22,32
apple,151,53,137,134,38,22,32
apple,160,53,143,146,39,22,32
apple,160,53,146,145,40,22,32
apple,143,55,141,129,38,22,32
apple,171,52,149,155,39,22,32
apple,151,55,143,142,37,22,32
apple,128,55,128,125,38,22,32
apple,151,53,141,142,39,22,32
apple,159,53,153,146,39,22,32
apple,165,53,151,148,40,22,32
apple,164,53,144,162,40,22,32
apple,153,53,138,143,39,22,32
apple,146,53,133,133,38,22,32
apple,139,51,114,134,40,22,32
apple,151,52,140,139,40,22,32
apple,169,53,145,149,40,22,32
apple,152,53,153,141,38,22,32
apple,148,52,138,136,39,22,32
apple,145,53,122,140,40,22,32
apple,171,53,142,153,38,22,32
apple,161,53,158,148,40,22,32
apple,143,53,142,137,39,22,32
apple,127,52,134,120,39,22,32
apple,148,55,137,138,39,22,32
apple,163,51,144,144,40,22,32
apple,158,52,142,145,39,22,32
apple,137,52,120,132,40,22,32
apple,145,53,134,135,38,22,32
apple,176,51,150,161,39,22,32
apple,149,54,140,143,39,22,32
apple,138,52,130,124,39,22,32
apple,151,53,132,136,39,22,32
apple,169,52,156,155,39,22,32
apple,132,52,140,124,39,22,32
apple,135,54,134,119,38,22,32
apple,149,53,141,130,40,22,32
apple,170,53,140,149,39,22,32
apple,158,54,147,147,39,22,32
apple,158,54,141,160,40,22,32
apple,159,55,156,149,39,22,32
apple,156,54,145,144,38,22,32
apple,149,53,128,137,39,22,32
apple,148,52,128,133,39,22,32
apple,135,52,123,125,39,22,32
apple,136,53,120,127,40,22,32
apple,135,54,131,130,41,22,32
apple,148,53,127,135,38,22,32
apple,158,53,141,140,39,22,32
apple,164,53,144,156,38,22,32
apple,118,54,129,117,39,22,32
apple,142,51,131,134,41,22,32
apple,158,54,165,145,38,22,32
apple,170,54,143,153,37,22,32
apple,156,54,152,145,39,22,32
apple,162,55,139,148,37,22,32
apple,152,53,140,136,40,22,32
apple,167,55,144,134,39,22,32
apple,169,53,155,151,38,22,32
apple,154,53,154,145,39,22,32
apple,140,53,125,131,39,22,32
apple,158,53,153,143,39,22,32
apple,153,54,134,138,37,22,32
apple,152,53,136,134,40,22,32
banana,161,52,145,149,39,22,32
banana,141,51,135,140,42,22,32
banana,140,54,118,133,39,22,32
banana,137,54,133,131,39,22,32
banana,143,54,136,132,38,22,32
banana,153,53,139,141,38,22,32
banana,158,53,140,144,39,22,32
banana,157,53,150,142,39,22,32
banana,149,54,154,145,39,22,32
banana,173,53,159,159,39,22,32
banana,166,55,144,148,39,22,32
banana,158,54,144,146,37,22,32
banana,139,52,139,137,41,22,32
banana,156,54,140,148,39,22,32
banana,158,54,150,152,42,22,32
banana,134,55,130,129,39,22,32
banana,147,54,141,136,39,22,32
banana,161,55,155,140,40,22,32
banana,139,53,127,127,39,22,32
banana,156,54,147,149,41,22,32
banana,153,54,140,136,38,22,32
banana,148,52,128,136,39,22,32
banana,160,54,145,147,39,22,32
banana,150,54,141,137,39,22,32
banana,131,53,131,122,38,22,32
banana,144,53,122,133,37,22,32
banana,155,53,142,143,40,22,32
banana,164,55,162,149,39,22,32
banana,160,53,151,142,38,22,32
banana,152,53,138,144,38,22,32
banana,140,54,113,129,38,22,32
banana,157,54,142,148,40,22,32
banana,153,54,138,142,38,22,32
banana,128,54,129,119,38,22,32
banana,165,55,151,148,37,22,32
banana,130,54,133,123,41,22,32
banana,150,55,120,133,39,22,32
banana,151,54,136,140,41,22,32
banana,152,53,134,139,38,22,32
banana,120,54,129,131,37,22,32
banana,132,53,122,124,38,22,32
banana,146,55,123,131,39,22,32
banana,164,53,144,148,40,22,32
banana,155,54,140,122,39,22,32
banana,143,55,133,137,39,22,32
banana,175,54,146,162,39,22,32
banana,138,53,123,127,38,22,32
banana,140,55,133,130,40,22,32
banana,157,55,141,151,39,22,32
banana,149,53,123,131,39,22,32
banana,157,53,147,153,39,22,32
banana,152,54,141,140,39,22,32
banana,134,57,112,130,40,22,32
banana,163,54,137,153,39,22,32
banana,123,54,128,118,40,22,32
banana,140,54,127,131,39,22,32
banana,152,54,141,137,39,22,32
banana,138,56,134,117,37,22,32
banana,153,55,140,141,39,22,32
banana,156,54,138,145,38,22,32
banana,138,53,125,128,42,22,32
banana,167,54,147,158,39,22,32
banana,138,54,137,130,38,22,32
banana,150,53,136,139,39,22,32
banana,143,54,129,133,40,22,32
banana,155,55,143,141,39,22,32
banana,142,55,133,133,38,22,32
banana,134,56,133,127,40,22,32
banana,162,55,144,151,38,22,32
banana,157,56,147,140,38,22,32
banana,142,54,137,135,39,22,32
banana,131,55,132,122,42,22,32
banana,166,54,140,152,39,22,32
banana,145,54,140,132,38,22,32
banana,144,54,121,127,38,22,32
banana,149,55,139,137,39,22,32
banana,159,55,153,149,39,22,32
banana,157,57,139,146,40,22,32
banana,142,53,139,144,38,22,32
banana,147,56,142,139,38,22,32
banana,168,54,153,150,38,22,32
banana,142,54,134,125,39,22,32
banana,152,58,135,135,40,22,32
banana,161,54,139,147,39,22,32
banana,142,55,119,131,39,22,32
banana,160,55,145,148,38,22,32
banana,144,55,121,128,39,22,32
banana,162,54,154,152,39,22,32
banana,141,55,136,132,39,22,32
banana,140,56,123,127,39,22,32
banana,146,55,135,134,40,22,32
banana,159,55,146,147,38,22,32
banana,162,56,144,146,40,22,32
banana,155,56,150,146,37,22,32
banana,143,54,138,140,41,22,32
banana,153,54,148,131,39,22,32
banana,138,55,138,136,37,22,32
banana,159,53,137,141,42,22,32
banana,139,54,140,128,38,22,32
banana,134,53,136,133,40,22,32
banana,150,56,140,137,39,22,32
banana,153,53,144,142,41,22,32
banana,156,55,139,138,39,22,32
banana,150,54,137,143,39,22,32
banana,137,55,123,126,38,22,32
banana,137,55,119,136,39,22,32
banana,152,54,146,146,39,22,32
banana,154,55,144,140,38,22,32
banana,124,55,121,120,39,22,32
banana,170,55,142,156,39,22,32
banana,135,53,109,124,40,22,32
banana,159,56,158,141,39,22,32
banana,143,53,129,131,39,22,32
banana,140,53,133,136,37,22,32
banana,172,54,148,162,42,22,32
banana,144,55,132,133,40,22,32
banana,137,55,123,129,38,22,32
banana,149,55,138,136,40,22,32
banana,153,54,136,141,40,22,32
banana,158,56,135,142,39,22,32
banana,146,54,129,132,38,22,32
banana,146,55,140,138,41,22,32
banana,153,54,145,143,40,22,32
banana,159,53,145,145,39,22,32
banana,128,53,124,126,39,22,32
banana,168,54,143,155,40,22,32
banana,149,55,154,135,40,22,32
banana,140,53,129,134,41,22,32
banana,164,56,143,153,38,22,32
banana,141,55,131,134,40,22,32
banana,153,54,134,136,39,22,32
banana,170,55,147,153,39,22,32
banana,136,55,120,134,41,22,32
banana,137,54,133,137,39,22,32
banana,166,57,148,156,39,22,32
banana,130,55,132,129,39,22,32
banana,152,55,145,139,38,22,32
banana,156,56,150,148,40,22,32
banana,140,55,136,135,38,22,32
banana,132,53,120,123,39,22,32
banana,140,54,127,134,40,22,32
banana,151,55,150,143,39,22,32
banana,154,54,136,142,40,22,32
banana,132,54,123,124,40,22,32
banana,135,55,128,131,41,22,32
banana,150,56,146,142,40,22,32
banana,160,55,149,151,39,22,32
banana,155,55,147,151,38,22,32
banana,154,55,142,140,40,22,32
banana,124,56,123,126,37,22,32
banana,145,55,135,141,40,22,32
banana,164,57,145,141,40,22,32
banana,137,55,132,127,40,22,32
banana,135,54,121,131,41,22,32
banana,167,55,157,146,39,22,32
banana,145,55,132,125,38,22,32
banana,156,56,147,141,39,22,32
banana,126,55,117,131,38,22,32
banana,162,56,153,151,40,22,32
banana,147,55,127,136,41,22,32
banana,142,55,127,134,37,22,32
banana,175,57,151,159,40,22,32
banana,132,55,139,131,39,22,32
banana,163,54,143,145,40,22,32
banana,129,56,131,126,41,22,32
banana,163,58,162,150,40,22,32
banana,135,55,139,114,38,22,32
banana,156,56,145,147,39,22,32
banana,154,55,140,138,40,22,32
banana,141,55,129,130,39,22,32
banana,166,54,154,152,39,22,32
banana,137,56,129,126,39,22,32
banana,145,54,149,135,40,22,32
banana,174,54,156,159,40,22,32
banana,142,56,137,135,41,22,32
banana,145,54,134,125,40,22,32
banana,156,55,142,142,41,22,32
banana,161,55,144,156,39,22,32
banana,153,55,144,144,39,22,32
banana,147,55,140,141,40,22,32
banana,142,56,133,133,38,22,32
banana,146,56,132,134,40,22,32
banana,140,57,114,131,40,22,32
banana,149,55,130,133,40,22,32
banana,143,55,140,136,41,22,32
banana,159,54,147,151,39,22,32
banana,161,55,155,147,38,22,32
banana,169,56,143,155,39,22,32
banana,156,55,144,139,40,22,32
banana,157,55,148,142,40,22,32
banana,154,56,147,145,40,22,32
banana,151,55,144,142,40,22,32
banana,159,56,150,144,41,22,32
banana,166,56,152,157,40,22,32
banana,159,56,153,143,39,22,32
banana,157,55,152,137,39,22,32
banana,143,56,135,136,38,22,32
banana,143,55,135,132,39,22,32
banana,145,56,136,139,39,22,32
banana,170,55,148,155,39,22,32
banana,160,56,143,151,39,22,32
banana,144,54,128,125,39,22,32
banana,144,55,136,135,39,22,32
banana,155,54,144,145,40,22,32
banana,146,56,140,139,39,22,32
banana,143,56,126,129,40,22,32
banana,142,55,134,133,40,22,32
banana,156,56,114,143,40,22,32
banana,125,56,135,119,40,22,32
banana,143,55,135,136,41,22,32
banana,155,56,137,148,40,22,32
banana,162,56,144,156,40,22,32
banana,155,55,146,144,39,22,32
banana,148,55,141,138,39,22,32
banana,134,55,134,130,40,22,32
banana,135,56,131,123,40,22,32
banana,141,56,126,123,39,22,32
banana,138,54,136,128,41,22,32
banana,132,55,125,125,40,22,32
banana,133,54,125,125,40,22,32
banana,136,55,131,127,41,22,32
banana,141,55,131,132,42,22,32
banana,159,56,138,149,41,22,32
banana,163,56,141,146,38,22,32
banana,156,56,148,142,40,22,32
banana,151,56,139,142,40,22,32
banana,142,58,121,128,40,22,32
banana,138,56,129,128,40,22,32
banana,153,54,134,142,40,22,32
banana,157,57,147,155,40,22,32
banana,154,56,139,135,39,22,32
banana,134,56,131,117,40,22,32
banana,140,57,130,126,41,22,32
banana,138,56,125,127,39,22,32
banana,150,54,136,140,40,22,32
banana,159,56,142,144,39,22,32
banana,159,55,152,148,41,22,32
banana,152,55,142,143,42,22,32
banana,143,56,125,137,42,22,32
banana,155,56,138,147,40,22,32
banana,158,56,153,146,38,22,32
banana,153,54,134,141,40,22,32
banana,123,56,124,122,41,22,32
banana,148,56,138,137,40,22,32
banana,161,56,146,147,39,22,32
banana,165,56,149,155,41,22,32
banana,156,56,148,145,40,22,32
banana,162,56,151,152,39,22,32
banana,158,57,159,144,38,22,32
banana,161,56,149,152,41,22,32
banana,158,58,156,150,40,22,32
banana,158,56,156,147,40,22,32
banana,162,56,141,155,40,22,32
banana,165,55,150,152,40,22,32
banana,162,54,149,149,40,22,32
banana,162,58,162,149,40,22,32
banana,155,55,144,144,42,22,32
banana,150,58,134,145,40,22,32
banana,156,54,144,142,41,22,32
banana,165,56,150,154,40,22,32
banana,141,55,124,132,40,22,32
banana,139,56,120,130,40,22,32
banana,133,56,138,127,40,22,32
banana,134,56,129,123,41,22,32
banana,133,55,132,130,40,22,32
banana,142,56,126,133,40,22,32
banana,153,56,143,143,40,22,32
banana,170,55,157,147,40,22,32
banana,162,57,151,150,38,22,32
banana,151,55,134,134,40,22,32
banana,135,57,138,124,40,22,32
banana,140,58,134,128,40,22,32
banana,158,58,137,147,40,22,32
banana,158,56,155,143,40,22,32
banana,162,54,142,153,41,22,32
banana,161,56,146,150,41,22,32
banana,155,56,140,141,40,22,32
banana,145,56,143,146,40,22,32
banana,143,56,137,133,40,22,32
banana,136,57,125,124,40,22,32
banana,146,56,141,138,40,22,32
banana,150,56,141,138,39,22,32
banana,159,55,148,146,42,22,32
banana,153,56,147,145,42,22,32
banana,126,57,133,117,42,22,32
banana,128,56,131,123,40,22,32
banana,145,56,121,134,39,22,32
banana,134,56,135,129,40,22,32
banana,132,56,123,121,39,22,32
banana,129,55,138,127,41,22,32
banana,123,55,128,121,40,22,32
banana,150,56,132,137,41,22,32
banana,160,56,151,148,40,22,32
banana,158,57,142,148,40,22,32
banana,149,55,142,134,42,22,32
banana,137,59,127,124,40,22,32
banana,135,56,123,115,42,22,32
banana,145,58,132,128,41,22,32
banana,141,55,134,131,41,22,32
banana,145,56,138,137,40,22,32
banana,164,58,137,148,40,22,32
banana,163,58,144,149,40,22,32
banana,149,56,142,142,42,22,32
banana,144,57,134,133,40,22,32
banana,148,57,125,138,38,22,32
banana,135,56,128,122,41,22,32
banana,121,57,129,117,42,22,32
banana,154,56,140,134,40,22,32
banana,164,58,152,148,41,22,32
banana,160,56,162,149,41,22,32
banana,155,57,146,141,41,22,32
banana,152,56,142,148,41,22,32
banana,138,58,133,132,41,22,32
banana,137,55,131,128,40,22,32
banana,139,56,124,128,41,22,32
banana,141,55,138,128,41,22,32
banana,133,58,137,133,40,22,32
banana,154,55,132,137,41,22,32
banana,151,56,138,143,40,22,32
banana,157,56,140,146,41,22,32
banana,161,57,150,153,41,22,32
banana,155,56,131,142,40,22,32
banana,149,57,115,139,40,22,32
banana,146,57,132,140,42,22,32
banana,137,60,130,113,41,22,32
banana,144,56,131,135,39,22,32
banana,158,58,136,141,40,22,32
banana,164,57,139,146,41,22,32
banana,161,58,138,138,41,22,32
banana,161,55,140,138,42,22,32
banana,152,57,137,139,40,22,32
banana,142,57,129,137,40,22,32
banana,144,56,125,133,40,22,32
banana,124,56,128,128,42,22,32
banana,141,55,122,140,41,22,32
banana,144,57,136,141,40,22,32
banana,152,57,139,139,40,22,32
banana,147,55,132,129,41,22,32
banana,143,55,128,135,41,22,32
banana,151,59,124,129,41,22,32
banana,143,56,129,133,39,22,32
banana,132,57,122,125,41,22,32
banana,138,58,128,120,41,22,32
banana,138,58,126,128,41,22,32
banana,143,57,126,138,41,22,32
banana,136,57,122,131,41,22,32
banana,144,59,137,132,42,22,32
banana,135,57,126,132,41,22,32
banana,140,57,129,134,41,22,32
banana,143,56,131,135,41,22,32
banana,157,57,138,141,40,22,32
banana,149,57,141,144,41,22,32
banana,167,56,138,155,41,22,32
banana,162,56,141,153,42,22,32
banana,159,56,155,148,41,22,32
banana,160,56,142,152,42,22,32
banana,173,57,145,162,41,22,32
banana,163,57,139,153,41,22,32
banana,160,57,146,151,41,22,32
banana,157,57,144,144,41,22,32
banana,155,57,146,150,41,22,32
banana,157,57,146,147,41,22,32
banana,159,56,142,151,41,22,32
banana,154,57,144,139,41,22,32
banana,154,57,139,139,42,22,32
banana,154,57,142,143,41,22,32
banana,158,58,140,139,41,22,32
banana,153,57,142,142,42,22,32
banana,153,58,145,141,43,22,32
banana,167,59,142,147,43,22,32
banana,156,57,161,147,42,22,32
banana,167,57,155,153,42,22,32
banana,162,57,142,153,41,22,32
banana,154,57,141,147,41,22,32
banana,158,57,143,145,41,22,32
banana,146,56,137,135,41,22,32
banana,133,57,131,123,43,22,32
banana,152,57,138,140,41,22,32
banana,156,57,145,146,43,22,32
banana,138,56,128,120,42,22,32
banana,143,57,136,137,41,22,32
banana,166,57,147,154,42,22,32
banana,155,59,145,146,41,22,32
banana,157,56,144,147,41,22,32
banana,159,57,148,149,42,22,32
banana,157,57,151,161,43,22,32
banana,150,56,148,137,42,22,32
banana,144,58,135,138,43,22,32
banana,146,56,137,138,41,22,32
banana,150,57,124,136,42,22,32
banana,140,59,123,133,41,22,32
banana,150,57,140,139,41,22,32
banana,173,57,149,159,42,22,32
banana,150,57,138,144,41,22,32
banana,143,57,131,127,43,22,32
banana,151,57,131,137,41,22,32
banana,159,57,149,143,43,22,32
banana,153,57,144,140,43,22,32
banana,153,57,151,143,41,22,32
banana,160,55,140,148,42,22,32
banana,152,57,142,138,42,22,32
banana,158,58,136,151,41,22,32
banana,166,57,154,153,42,22,32
banana,173,59,156,155,42,22,32
banana,161,59,149,151,41,22,32
banana,147,57,136,144,42,22,32
banana,138,60,127,132,43,22,32
banana,150,58,138,140,41,22,32
banana,166,56,148,157,42,22,32
banana,158,57,146,150,41,22,32
banana,142,57,139,129,42,22,32
banana,152,57,129,134,42,22,32
banana,144,59,130,144,44,22,32
banana,149,57,125,123,41,22,32
banana,140,57,138,133,42,22,32
banana,151,57,135,138,44,22,32
banana,171,56,150,157,43,22,32
banana,157,57,150,147,42,22,32
banana,145,56,129,133,41,22,32
banana,170,57,154,151,43,22,32
banana,152,57,148,142,42,22,32
banana,144,57,125,138,42,22,32
banana,148,58,137,139,42,22,32
banana,149,57,135,135,41,22,32
banana,153,57,141,142,42,22,32
banana,156,56,139,146,43,22,32
banana,157,55,145,140,44,22,32
banana,152,58,134,131,41,22,32
banana,135,57,125,131,43,22,32
banana,143,58,128,132,44,22,32
banana,161,58,144,156,42,22,32
banana,155,57,128,139,43,22,32
banana,142,57,138,128,44,22,32
banana,158,58,149,145,43,22,32
banana,156,57,142,147,44,22,32
banana,142,56,128,133,42,22,32
banana,156,60,151,146,44,22,32
banana,161,58,140,152,42,22,32
banana,140,58,139,119,43,22,32
banana,155,57,135,140,41,22,32
banana,166,57,150,155,43,22,32
banana,154,57,147,145,43,22,32
banana,136,57,120,135,42,22,32
banana,155,57,151,146,42,22,32
banana,159,59,138,140,41,22,32
banana,155,57,141,139,42,22,32
banana,158,56,144,147,42,22,32
banana,145,56,132,135,42,22,32
banana,159,58,148,150,44,22,32
banana,130,57,118,129,41,22,32
banana,154,60,157,143,41,22,32
banana,159,57,144,150,43,22,32
banana,132,59,134,124,43,22,32
banana,139,56,129,141,44,22,32
banana,168,58,156,157,41,22,32
banana,161,58,146,159,43,22,32
banana,150,57,139,141,43,22,32
banana,128,59,128,118,42,22,32
banana,152,57,138,134,43,22,32
banana,159,58,137,139,42,22,32
banana,176,58,151,160,43,22,32
banana,156,57,155,147,44,22,32
banana,141,57,129,125,43,22,32
banana,148,56,138,137,44,22,32
banana,172,60,152,160,43,22,32
banana,144,57,119,133,42,22,32
banana,178,59,152,164,44,22,32
banana,148,58,120,140,43,22,32
banana,171,59,146,162,43,22,32
banana,162,57,148,145,44,22,32
banana,139,58,135,131,42,22,32
banana,158,58,143,147,43,22,32
banana,171,57,158,154,41,22,32
banana,157,57,138,148,43,22,32
banana,146,57,135,141,44,22,32
banana,173,58,147,163,42,22,32
banana,154,58,137,141,43,22,32
banana,142,57,133,127,42,22,32
banana,168,57,144,149,42,22,32
banana,156,57,134,147,45,22,32
banana,160,56,142,144,44,22,32
banana,148,58,134,139,46,22,32
banana,142,58,140,130,44,22,32
banana,154,57,154,147,42,22,32
banana,162,59,153,148,42,22,32
banana,142,57,126,133,44,22,32
banana,136,58,143,115,43,22,32
banana,145,60,126,127,44,22,32
banana,150,59,145,141,43,22,32
banana,160,58,145,151,43,22,32
banana,150,58,142,142,42,22,32
banana,139,57,138,129,43,22,32
banana,164,58,164,150,43,22,32
banana,150,58,139,134,42,22,32
banana,157,58,146,142,44,22,32
banana,157,58,152,144,43,22,32
banana,132,56,129,127,41,22,32
banana,155,59,139,140,43,22,32
banana,159,57,159,145,43,22,32
banana,135,58,135,129,43,22,32
banana,170,57,151,156,41,22,32
banana,155,59,134,148,42,22,32
banana,148,57,137,137,43,22,32
banana,158,59,151,149,45,22,32
banana,149,59,134,136,41,22,32
banana,164,58,148,148,43,22,32
banana,149,58,143,142,44,22,32
banana,143,59,108,140,44,22,32
banana,159,58,151,155,44,22,32
banana,146,58,133,151,43,22,32
banana,146,58,137,136,44,22,32
banana,166,58,152,150,43,22,32
banana,155,57,139,144,43,22,32
banana,162,60,140,148,41,22,32
banana,149,58,135,140,44,22,32
banana,140,58,136,134,43,22,32
banana,131,57,125,123,43,22,32
banana,138,60,137,131,45,22,32
banana,144,58,135,125,43,22,32
banana,152,59,138,133,44,22,32
banana,168,58,144,153,44,22,32
banana,156,58,150,148,44,22,32
banana,141,58,128,129,44,22,32
banana,147,57,138,139,43,22,32
banana,159,58,145,152,41,22,32
banana,169,58,157,159,44,22,32
banana,169,59,154,155,44,22,32
banana,162,60,156,148,44,22,32
banana,163,57,147,151,44,22,32
banana,164,58,154,152,43,22,32
banana,172,60,152,156,44,22,32
banana,169,58,152,152,45,22,32
banana,159,58,147,148,44,22,32
banana,165,57,149,152,44,22,32
banana,166,60,144,161,43,22,32
banana,160,59,140,143,44,22,32
banana,159,58,145,151,44,22,32
banana,155,58,158,149,44,22,32
banana,163,58,159,154,44,22,32
banana,157,58,143,147,43,22,32
banana,143,57,131,132,45,22,32
banana,133,59,123,126,42,22,32
banana,152,57,126,140,46,22,32
banana,155,59,143,145,43,22,32
banana,165,58,149,163,45,22,32
banana,162,58,145,146,44,22,32
banana,150,58,139,137,43,22,32
banana,153,57,141,143,43,22,32
banana,151,57,132,134,44,22,32
banana,122,60,135,114,44,22,32
banana,139,58,130,130,46,22,32
banana,151,57,141,140,44,22,32
banana,159,58,156,154,43,22,32
banana,150,60,131,134,46,22,32
banana,137,58,122,139,44,22,32
banana,170,60,154,161,45,22,32
banana,161,59,147,151,44,22,32
banana,148,58,136,138,46,22,32
banana,145,59,133,139,45,22,32
banana,146,59,134,138,43,22,32
banana,142,57,137,140,44,22,32
banana,151,60,145,143,44,22,32
banana,160,60,149,137,44,22,32
banana,162,57,153,149,45,22,32
banana,157,58,152,147,43,22,32
banana,156,57,144,144,44,22,32
banana,136,59,125,125,43,22,32
banana,149,58,142,133,44,22,32
banana,170,59,156,156,45,22,32
banana,154,59,139,140,44,22,32
banana,151,59,143,142,44,22,32
banana,155,58,147,149,44,22,32
banana,149,58,139,143,46,22,32
banana,142,60,135,126,43,22,32
banana,172,59,147,160,44,22,32
banana,149,59,151,146,45,22,32
banana,155,57,142,142,45,22,32
banana,146,58,137,140,44,22,32
banana,146,58,126,116,45,22,32
banana,145,60,122,134,45,22,32
banana,142,58,132,132,44,22,32
banana,129,57,122,121,45,22,32
banana,132,60,128,127,45,22,32
banana,140,60,135,137,44,22,32
banana,146,57,129,139,45,22,32
banana,149,58,138,139,45,22,32
banana,156,58,137,142,43,22,32
banana,155,58,140,142,43,22,32
banana,134,57,139,111,45,22,32
banana,151,60,125,142,43,22,32
banana,169,58,159,149,43,22,32
banana,152,60,143,142,46,22,32
banana,121,58,125,123,45,22,32
banana,149,58,150,137,43,22,32
banana,152,57,139,146,47,22,32
banana,161,59,147,155,43,22,32
banana,161,58,157,149,45,22,32
banana,165,58,149,151,43,22,32
banana,155,58,153,145,45,22,32
banana,156,59,145,146,44,22,32
banana,168,59,154,159,44,22,32
banana,161,59,145,148,44,22,32
banana,147,58,138,145,44,22,32
banana,151,59,139,139,44,22,32
banana,128,57,133,110,44,22,32
banana,148,57,125,132,46,22,32
banana,150,58,139,144,43,22,32
banana,147,57,139,137,45,22,32
banana,168,58,136,148,46,22,32
banana,163,58,148,148,44,22,32
banana,159,58,140,144,45,22,32
banana,123,58,122,130,44,22,32
banana,153,57,144,144,46,22,32
banana,145,58,134,138,45,22,32
banana,145,58,138,143,47,22,32
banana,165,60,146,146,44,22,32
banana,136,57,127,138,45,22,32
banana,132,60,125,129,44,22,32
banana,159,58,153,153,46,22,32
banana,148,58,130,132,45,22,32
banana,147,58,139,137,44,22,32
banana,167,58,153,155,46,22,32
banana,144,59,127,134,44,22,32
banana,141,58,135,134,44,22,32
banana,155,58,158,147,44,22,32
banana,144,59,111,136,45,22,32
banana,156,58,149,146,45,22,32
banana,154,58,142,144,45,22,32
banana,146,57,141,137,45,22,32
banana,149,57,136,140,48,22,32
banana,151,60,144,140,44,22,32
banana,157,58,144,147,45,22,32
banana,147,59,147,140,45,22,32
banana,135,58,130,135,44,22,32
banana,160,58,151,153,45,22,32
banana,136,59,136,129,43,22,32
banana,155,58,141,143,43,22,32
banana,145,59,131,135,46,22,32
banana,164,59,158,158,46,22,32
banana,145,60,143,141,45,22,32
banana,145,57,127,123,45,22,32
banana,163,58,146,156,45,22,32
banana,132,57,136,132,44,22,32
banana,162,58,141,152,47,22,32
banana,158,58,141,149,45,22,32
banana,153,58,145,140,45,22,32
banana,150,57,141,134,46,22,32
banana,157,58,150,145,45,22,32
banana,154,60,148,143,43,22,32
banana,147,59,123,132,46,22,32
banana,174,59,148,160,45,22,32
banana,155,58,145,147,45,22,32
banana,144,58,136,140,45,22,32
banana,137,58,138,129,45,22,32
banana,153,59,139,135,46,22,32
banana,141,59,139,141,47,22,32
banana,130,59,127,130,45,22,32
banana,152,57,138,138,48,22,32
banana,156,57,155,141,46,22,32
banana,155,59,147,146,45,22,32
banana,146,59,135,129,44,22,32
banana,135,59,118,134,46,22,32
banana,149,59,144,140,45,22,32
banana,173,59,154,159,45,22,32
banana,149,59,139,141,45,22,32
banana,137,59,140,130,46,22,32
banana,131,60,123,121,46,22,32
banana,125,59,134,120,46,22,32
banana,137,59,139,116,48,22,32
banana,131,58,128,122,46,22,32
banana,138,58,122,136,45,22,32
banana,141,58,134,132,47,22,32
